EmployeeID,Department,JobRole,Age,MonthlyIncome,YearsAtCompany,OverTime,Attrition,AttritionProbability,RiskLevel,ModelVersion,EngagementScore,PerformanceRating,SkillGapCount,SkillGapScore,SkillGaps,TopMissingSkill,Recommendation,CourseTitle,Provider,DurationHours,Priority,EngagementBand
305,Research & Development,Research Scientist,33,2622,3,No,No,0.2986,LOW,v1,51.7,4,10,38.48,"Science, Speaking, Active Learning, Critical Thinking, Reading Comprehension",Science,Learn Science,Scientific Method in Practice,edX,14,6.18,Moderate
306,Research & Development,Research Director,37,12185,10,Yes,No,0.0554,LOW,v1,70.0,3,8,31.38,"Microsoft PowerPoint, Microsoft Office, Monitoring, Critical Thinking, Speaking",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,High
307,Sales,Sales Executive,38,10609,16,No,No,0.023,LOW,v1,48.4,3,10,37.13,"Microsoft PowerPoint, Microsoft Excel, Salesforce, Active Listening, Adobe Creative Cloud",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,Moderate
308,Research & Development,Manufacturing Director,31,4345,5,No,No,0.0205,LOW,v1,53.4,3,7,28.12,"SAP, Microsoft PowerPoint, Microsoft Office, Monitoring, Active Learning",SAP,Learn SAP,Enterprise Resource Planning Essentials,SAP,24,6.75,Moderate
309,Research & Development,Research Scientist,59,2177,1,No,No,0.0993,LOW,v1,61.7,3,13,51.23,"R, Microsoft Office, Writing, Science, Speaking",R,Learn R,Statistical Programming in R,Coursera,24,6.75,Moderate
311,Sales,Sales Representative,37,2793,9,No,No,0.5368,MEDIUM,v1,63.4,3,12,42.38,"Salesforce, Speaking, Active Listening, Microsoft Project, IBM SPSS Statistics",Salesforce,Learn Salesforce,Managing the Customer Pipeline,Trailhead,16,7.762,Moderate
312,Sales,Sales Executive,29,7918,11,No,No,0.1455,LOW,v1,73.3,3,14,53.37,"Microsoft PowerPoint, Microsoft Excel, Microsoft Office, Salesforce, Microsoft Outlook",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,High
314,Sales,Sales Executive,35,8789,10,No,No,0.2527,LOW,v1,65.0,3,11,39.49,"Microsoft Excel, Microsoft Outlook, Active Listening, Speaking, Adobe Creative Cloud",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
315,Research & Development,Research Scientist,29,2389,4,Yes,Yes,0.8154,HIGH,v1,63.3,3,10,38.99,"Microsoft Office, Writing, Science, Speaking, Critical Thinking",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,9.45,Moderate
316,Research & Development,Laboratory Technician,52,3212,2,No,No,0.2879,LOW,v1,60.0,3,13,44.37,"Microsoft Excel, Microsoft Office, Reading Comprehension, SAP, Microsoft Word",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
319,Research & Development,Manager,42,19232,22,No,No,0.101,LOW,v1,80.0,3,11,40.5,"Microsoft PowerPoint, Speaking, Active Listening, Critical Thinking, Active Learning",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,High
321,Human Resources,Human Resources,59,2267,2,No,No,0.226,LOW,v1,58.3,3,11,42.51,"Microsoft Excel, Workday, Microsoft Outlook, Applicant Tracking System (ATS), Reading Comprehension",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
323,Sales,Manager,50,19517,7,No,No,0.0102,LOW,v1,78.3,3,10,38.0,"Microsoft PowerPoint, Microsoft Office, Monitoring, Speaking, Critical Thinking",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,High
325,Research & Development,Laboratory Technician,33,2436,5,Yes,Yes,0.7825,HIGH,v1,66.7,3,11,37.87,"Microsoft Excel, Microsoft Office, SAP, Microsoft Word, MEDITECH",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,9.45,Moderate
327,Sales,Manager,43,16064,17,Yes,No,0.1716,LOW,v1,83.4,4,12,44.0,"Microsoft Excel, Monitoring, Reading Comprehension, Critical Thinking, Active Learning",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,High
328,Research & Development,Laboratory Technician,33,2707,9,No,Yes,0.5287,MEDIUM,v1,31.7,4,9,30.24,"Reading Comprehension, Active Listening, Microsoft Word, Microsoft PowerPoint, MEDITECH",Reading Comprehension,Learn Reading Comprehension,Business Writing for Clarity,LinkedIn Learning,8,6.469,Low
329,Sales,Manager,52,19068,33,Yes,No,0.3188,LOW,v1,53.3,3,8,29.5,"Microsoft PowerPoint, Monitoring, Speaking, Atlassian Confluence, Google Analytics",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,Moderate
330,Sales,Sales Representative,32,3931,4,No,No,0.3142,LOW,v1,50.0,3,12,41.14,"Speaking, Active Listening, Microsoft Project, IBM SPSS Statistics, Microsoft PowerPoint",Speaking,Learn Speaking,Listening and Influence at Work,LinkedIn Learning,6,5.82,Moderate
331,Research & Development,Laboratory Technician,32,3730,3,Yes,Yes,0.7549,HIGH,v1,58.3,3,13,43.99,"Microsoft Office, Reading Comprehension, Active Listening, Microsoft Word, MEDITECH",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,9.45,Moderate
332,Research & Development,Laboratory Technician,39,2232,3,No,No,0.1027,LOW,v1,66.7,3,11,37.74,"Microsoft Excel, Microsoft Office, Active Listening, MEDITECH, Google Docs",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
333,Sales,Sales Executive,32,4465,3,No,No,0.1666,LOW,v1,70.0,3,10,36.87,"Microsoft Excel, Microsoft Office, Microsoft Outlook, Active Listening, Adobe Creative Cloud",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,High
334,Research & Development,Research Scientist,41,3072,1,No,No,0.1859,LOW,v1,35.0,3,10,39.24,"Microsoft Excel, R, Speaking, Critical Thinking, Reading Comprehension",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Low
335,Research & Development,Research Scientist,40,3319,9,No,No,0.1793,LOW,v1,56.7,3,13,51.49,"Microsoft Excel, R, Microsoft Office, Writing, Active Learning",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
336,Research & Development,Manager,45,19202,24,No,No,0.0011,LOW,v1,85.0,3,6,22.12,"Monitoring, Speaking, Active Learning, Atlassian Confluence, Adobe Acrobat",Monitoring,Learn Monitoring,Performance Tracking and Review,LinkedIn Learning,6,6.0,High
337,Research & Development,Research Director,31,13675,2,No,No,0.1091,LOW,v1,53.4,3,10,38.38,"Microsoft Excel, Science, Monitoring, Active Listening, Speaking",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
338,Research & Development,Research Scientist,33,2911,2,No,No,0.0702,LOW,v1,63.3,3,9,33.62,"R, Critical Thinking, Reading Comprehension, Mathematics, IBM SPSS Statistics",R,Learn R,Statistical Programming in R,Coursera,24,6.75,Moderate
339,Research & Development,Manufacturing Director,34,5957,11,No,No,0.2528,LOW,v1,41.7,3,10,37.5,"Microsoft Outlook, Monitoring, Critical Thinking, Speaking, Active Learning",Microsoft Outlook,Learn Microsoft Outlook,Productivity Suite Fundamentals,Microsoft Learn,10,6.75,Moderate
340,Research & Development,Research Scientist,37,3920,3,No,No,0.0812,LOW,v1,26.7,3,13,50.49,"Microsoft Excel, Microsoft Office, Writing, Science, Speaking",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Low
341,Research & Development,Manufacturing Director,45,6434,3,No,No,0.113,LOW,v1,65.0,3,14,55.13,"SAP, Microsoft PowerPoint, Microsoft Excel, Microsoft Office, Microsoft Outlook",SAP,Learn SAP,Enterprise Resource Planning Essentials,SAP,24,6.75,Moderate
342,Research & Development,Manufacturing Director,37,10048,1,No,Yes,0.3999,MEDIUM,v1,50.0,3,7,26.38,"SAP, Reading Comprehension, Active Listening, Active Learning, Adobe After Effects",SAP,Learn SAP,Enterprise Resource Planning Essentials,SAP,24,7.762,Moderate
343,Research & Development,Healthcare Representative,39,10938,19,No,No,0.0516,LOW,v1,70.0,4,14,53.76,"Microsoft Excel, Microsoft Office, Salesforce, Microsoft Outlook, Speaking",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,High
346,Research & Development,Research Scientist,29,2340,6,No,No,0.1689,LOW,v1,70.0,3,9,35.37,"R, Microsoft Office, Writing, Speaking, Active Listening",R,Learn R,Statistical Programming in R,Coursera,24,6.75,High
347,Research & Development,Research Scientist,42,6545,3,Yes,No,0.4807,MEDIUM,v1,61.7,3,10,37.86,"Microsoft Office, Science, Active Learning, Critical Thinking, Mathematics",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,7.762,Moderate
349,Sales,Sales Executive,29,6931,3,No,No,0.0743,LOW,v1,86.7,3,11,39.62,"Microsoft Excel, Microsoft Office, Microsoft Outlook, Speaking, Adobe Acrobat",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,High
350,Research & Development,Manufacturing Director,25,4898,4,No,No,0.0695,LOW,v1,56.7,3,12,46.64,"Microsoft PowerPoint, Microsoft Excel, Microsoft Outlook, Monitoring, Speaking",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,Moderate
351,Research & Development,Laboratory Technician,42,2593,9,Yes,No,0.3107,LOW,v1,45.0,3,12,40.5,"Microsoft Excel, SAP, Microsoft PowerPoint, Microsoft Word, MEDITECH",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
352,Research & Development,Research Director,40,19436,21,No,No,0.0008,LOW,v1,56.7,3,7,27.0,"Microsoft Excel, Science, Monitoring, Speaking, IBM SPSS Statistics",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
353,Research & Development,Research Scientist,51,2723,1,No,No,0.2401,LOW,v1,68.3,3,14,54.11,"Microsoft Excel, R, Writing, Science, Speaking",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
355,Research & Development,Laboratory Technician,31,3479,5,No,Yes,0.8057,HIGH,v1,50.0,3,9,30.62,"Microsoft Office, Active Listening, SAP, Microsoft Word, MEDITECH",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,9.45,Moderate
359,Research & Development,Laboratory Technician,32,2794,5,No,No,0.5649,MEDIUM,v1,48.3,4,14,48.74,"Microsoft Excel, Microsoft Office, Reading Comprehension, Active Listening, SAP",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,7.762,Moderate
361,Sales,Sales Executive,38,5249,8,No,No,0.0394,LOW,v1,78.3,3,11,40.87,"Microsoft PowerPoint, Salesforce, Microsoft Outlook, Active Listening, Speaking",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,High
362,Research & Development,Laboratory Technician,32,2176,6,No,No,0.7496,HIGH,v1,48.3,3,13,44.74,"Microsoft Excel, Microsoft Office, Reading Comprehension, Active Listening, SAP",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,9.45,Moderate
363,Sales,Manager,46,16872,7,Yes,No,0.7347,HIGH,v1,31.7,3,7,25.38,"Speaking, Critical Thinking, Atlassian JIRA, Adobe Acrobat, Writing",Speaking,Learn Speaking,Listening and Influence at Work,LinkedIn Learning,6,8.4,Low
364,Research & Development,Laboratory Technician,28,3485,0,No,Yes,0.8006,HIGH,v1,43.4,3,12,40.24,"Reading Comprehension, Active Listening, SAP, Microsoft PowerPoint, Microsoft Word",Reading Comprehension,Learn Reading Comprehension,Business Writing for Clarity,LinkedIn Learning,8,7.875,Moderate
366,Sales,Sales Executive,29,6644,0,No,No,0.3098,LOW,v1,31.6,3,8,28.37,"Salesforce, Microsoft Outlook, Adobe InDesign, Critical Thinking, Adobe Acrobat",Salesforce,Learn Salesforce,Managing the Customer Pipeline,Trailhead,16,6.75,Low
367,Research & Development,Healthcare Representative,31,5582,9,No,No,0.0488,LOW,v1,58.3,4,10,38.24,"Microsoft Office, Salesforce, Speaking, Active Listening, Reading Comprehension",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,6.75,Moderate
369,Research & Development,Healthcare Representative,25,4000,6,No,No,0.0191,LOW,v1,51.7,3,12,44.0,"Microsoft Excel, Microsoft Outlook, Speaking, Reading Comprehension, Google Workspace",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
372,Research & Development,Healthcare Representative,45,13496,20,Yes,No,0.0333,LOW,v1,73.4,3,8,28.88,"Microsoft Office, Salesforce, Google Workspace, Apache Hadoop, Microsoft Access",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,6.75,High
373,Research & Development,Laboratory Technician,36,3210,15,No,No,0.0107,LOW,v1,83.4,3,15,49.24,"Reading Comprehension, Active Listening, SAP, Microsoft PowerPoint, Microsoft Outlook",Reading Comprehension,Learn Reading Comprehension,Business Writing for Clarity,LinkedIn Learning,8,5.625,High
374,Research & Development,Manager,55,19045,36,Yes,No,0.0025,LOW,v1,53.4,3,5,18.5,"Microsoft Office, Speaking, Atlassian JIRA, Writing, Learning Strategies",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,6.75,Moderate
376,Research & Development,Manager,47,11849,10,Yes,Yes,0.6092,HIGH,v1,41.7,3,10,37.12,"Microsoft Office, Reading Comprehension, Speaking, Active Listening, Active Learning",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,9.45,Moderate
377,Research & Development,Research Scientist,28,2070,5,No,No,0.0262,LOW,v1,81.7,4,14,53.49,"R, Microsoft Office, Writing, Science, Reading Comprehension",R,Learn R,Statistical Programming in R,Coursera,24,6.75,High
378,Sales,Sales Executive,37,6502,5,No,No,0.1882,LOW,v1,78.3,3,10,36.87,"Microsoft Excel, Microsoft Office, Salesforce, Speaking, Critical Thinking",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,High
379,Research & Development,Research Scientist,21,3230,3,No,No,0.3113,LOW,v1,63.3,3,9,35.49,"Microsoft Office, Writing, Science, Active Learning, Critical Thinking",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,6.75,Moderate
380,Research & Development,Research Director,37,13603,5,Yes,No,0.0205,LOW,v1,56.7,3,12,45.88,"Microsoft Excel, Science, Monitoring, Critical Thinking, Active Listening",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
381,Research & Development,Manager,35,11996,7,No,No,0.2522,LOW,v1,50.0,3,10,37.12,"Microsoft Excel, Microsoft Office, Reading Comprehension, Active Learning, Atlassian JIRA",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
382,Sales,Sales Executive,38,5605,8,Yes,No,0.5285,MEDIUM,v1,41.7,4,13,45.62,"Microsoft Excel, Microsoft Outlook, Speaking, Adobe Creative Cloud, Adobe InDesign",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,7.762,Moderate
384,Research & Development,Manufacturing Director,26,6397,6,No,No,0.1168,LOW,v1,40.0,4,10,37.64,"Microsoft Office, Critical Thinking, Speaking, Reading Comprehension, Active Listening",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,6.75,Moderate
385,Research & Development,Research Director,50,19144,10,No,No,0.0282,LOW,v1,31.7,3,10,37.5,"Microsoft PowerPoint, Science, Critical Thinking, Writing, IBM SPSS Statistics",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,Low
386,Research & Development,Research Director,53,17584,5,Yes,No,0.0208,LOW,v1,65.0,3,8,30.0,"Microsoft Excel, Science, Writing, Active Learning, ESRI ArcGIS",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
387,Sales,Sales Executive,42,4907,20,No,No,0.0735,LOW,v1,60.0,4,10,34.87,"Microsoft Office, Microsoft Outlook, Adobe Creative Cloud, Adobe InDesign, Critical Thinking",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,6.75,Moderate
388,Sales,Sales Executive,29,4554,10,No,No,0.3947,MEDIUM,v1,58.3,3,10,37.87,"Microsoft PowerPoint, Microsoft Office, Salesforce, Microsoft Outlook, Active Listening",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,7.762,Moderate
389,Research & Development,Laboratory Technician,55,5415,10,Yes,No,0.5568,MEDIUM,v1,73.3,3,11,38.37,"Microsoft Excel, Microsoft Office, Reading Comprehension, SAP, Microsoft Word",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,7.762,High
390,Research & Development,Healthcare Representative,26,4741,5,Yes,No,0.9074,HIGH,v1,33.4,3,11,43.0,"Microsoft Excel, Microsoft Office, Salesforce, Microsoft Outlook, Speaking",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,9.45,Low
391,Research & Development,Research Scientist,37,2115,17,No,No,0.0135,LOW,v1,80.0,3,10,38.99,"R, Writing, Science, Speaking, Critical Thinking",R,Learn R,Statistical Programming in R,Coursera,24,6.75,High
392,Research & Development,Laboratory Technician,44,3161,1,Yes,Yes,0.7653,HIGH,v1,66.7,4,15,50.74,"Microsoft Excel, Reading Comprehension, Active Listening, SAP, Microsoft PowerPoint",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,9.45,Moderate
393,Research & Development,Healthcare Representative,38,5745,2,No,No,0.069,LOW,v1,80.0,3,11,39.38,"Microsoft Excel, Salesforce, Google Workspace, Linux, Microsoft Azure",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,High
394,Research & Development,Laboratory Technician,26,2373,3,Yes,Yes,0.8339,HIGH,v1,46.7,3,10,33.87,"Microsoft Office, Microsoft Word, MEDITECH, Google Docs, Microsoft Outlook",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,9.45,Moderate
395,Research & Development,Research Scientist,28,3310,5,No,No,0.0402,LOW,v1,86.7,4,13,52.11,"Microsoft Excel, R, Microsoft Office, Writing, Science",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,High
396,Research & Development,Research Director,49,18665,3,Yes,No,0.581,HIGH,v1,50.0,3,7,27.12,"Microsoft PowerPoint, Science, Monitoring, Active Listening, ESRI ArcGIS",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,9.45,Moderate
397,Research & Development,Research Scientist,36,4485,8,No,No,0.4482,MEDIUM,v1,60.0,3,12,45.61,"R, Writing, Science, Speaking, Active Listening",R,Learn R,Statistical Programming in R,Coursera,24,7.762,Moderate
399,Sales,Sales Representative,31,2789,2,No,No,0.4592,MEDIUM,v1,58.3,3,12,45.64,"Microsoft Excel, Microsoft Office, Salesforce, Speaking, Active Listening",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,7.762,Moderate
401,Sales,Sales Executive,26,5828,8,Yes,Yes,0.9035,HIGH,v1,71.7,3,10,34.24,"Salesforce, Active Listening, Adobe Creative Cloud, Adobe InDesign, Adobe Acrobat",Salesforce,Learn Salesforce,Managing the Customer Pipeline,Trailhead,16,9.45,High
403,Research & Development,Research Scientist,37,2326,4,Yes,No,0.5742,MEDIUM,v1,65.0,3,11,42.74,"Microsoft Excel, R, Science, Active Learning, Critical Thinking",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,7.762,Moderate
404,Sales,Sales Executive,42,13525,20,No,No,0.6508,HIGH,v1,65.0,3,9,34.37,"Microsoft Excel, Salesforce, Microsoft Outlook, Speaking, Adobe InDesign",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,9.45,Moderate
405,Research & Development,Laboratory Technician,18,1420,0,No,Yes,0.8602,HIGH,v1,66.7,3,10,33.87,"Microsoft Excel, Active Listening, Microsoft PowerPoint, Microsoft Word, Google Docs",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,9.45,Moderate
406,Sales,Sales Executive,35,8020,11,No,No,0.1013,LOW,v1,51.7,3,9,32.49,"Microsoft PowerPoint, Salesforce, Microsoft Outlook, Adobe Creative Cloud, Adobe InDesign",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,Moderate
407,Research & Development,Laboratory Technician,36,3688,1,No,No,0.386,MEDIUM,v1,88.3,3,9,31.0,"Microsoft Excel, SAP, Microsoft PowerPoint, MEDITECH, Google Docs",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,7.762,High
408,Research & Development,Manufacturing Director,51,5482,4,No,No,0.0457,LOW,v1,50.0,3,12,46.26,"SAP, Microsoft PowerPoint, Microsoft Office, Monitoring, Critical Thinking",SAP,Learn SAP,Enterprise Resource Planning Essentials,SAP,24,6.75,Moderate
410,Sales,Manager,41,16015,22,No,No,0.0393,LOW,v1,60.0,3,8,29.88,"Reading Comprehension, Speaking, Active Listening, Critical Thinking, Atlassian JIRA",Reading Comprehension,Learn Reading Comprehension,Business Writing for Clarity,LinkedIn Learning,8,6.0,Moderate
411,Sales,Sales Representative,18,1200,0,No,No,0.9372,HIGH,v1,58.3,3,14,48.88,"Salesforce, Speaking, Reading Comprehension, IBM SPSS Statistics, Apple macOS",Salesforce,Learn Salesforce,Managing the Customer Pipeline,Trailhead,16,9.45,Moderate
412,Research & Development,Healthcare Representative,28,5661,8,No,No,0.0554,LOW,v1,48.3,3,12,46.63,"Microsoft Excel, Microsoft Office, Salesforce, Microsoft Outlook, Active Listening",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
416,Sales,Sales Executive,31,6929,8,No,No,0.5954,HIGH,v1,70.0,3,12,46.75,"Microsoft PowerPoint, Microsoft Excel, Microsoft Office, Salesforce, Microsoft Outlook",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,9.45,High
417,Research & Development,Healthcare Representative,39,9613,18,No,No,0.0006,LOW,v1,73.3,3,10,37.63,"Microsoft Excel, Microsoft Office, Salesforce, Active Listening, Reading Comprehension",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,High
419,Research & Development,Laboratory Technician,36,5674,9,No,No,0.1614,LOW,v1,50.0,3,11,37.49,"Microsoft Office, Reading Comprehension, Active Listening, Microsoft PowerPoint, Microsoft Word",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,6.75,Moderate
420,Sales,Sales Executive,32,5484,13,No,No,0.1142,LOW,v1,60.0,3,10,37.12,"Salesforce, Microsoft Outlook, Active Listening, Speaking, Adobe InDesign",Salesforce,Learn Salesforce,Managing the Customer Pipeline,Trailhead,16,6.75,Moderate
421,Research & Development,Research Director,38,12061,10,No,No,0.0818,LOW,v1,35.0,3,13,49.88,"Microsoft PowerPoint, Science, Monitoring, Critical Thinking, Reading Comprehension",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,Low
422,Research & Development,Healthcare Representative,58,5660,5,Yes,No,0.0436,LOW,v1,60.0,3,11,41.76,"Microsoft Excel, Microsoft Office, Microsoft Outlook, Speaking, Reading Comprehension",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
423,Research & Development,Research Scientist,31,4821,5,Yes,No,0.1542,LOW,v1,76.7,3,8,31.12,"R, Microsoft Office, Science, Critical Thinking, IBM SPSS Statistics",R,Learn R,Statistical Programming in R,Coursera,24,6.75,High
424,Human Resources,Human Resources,31,6410,2,No,No,0.9174,HIGH,v1,28.3,3,9,36.5,"Microsoft PowerPoint, Microsoft Excel, Microsoft Outlook, Speaking, Oracle HRIS",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,9.45,Low
425,Research & Development,Laboratory Technician,45,5210,24,No,No,0.4235,MEDIUM,v1,26.7,3,10,34.24,"Microsoft Excel, Active Listening, SAP, Microsoft PowerPoint, Microsoft Word",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,7.762,Low
426,Research & Development,Research Scientist,31,2695,2,Yes,No,0.271,LOW,v1,63.3,3,8,31.12,"Microsoft Excel, Microsoft Office, Active Learning, Critical Thinking, IBM SPSS Statistics",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
428,Research & Development,Manager,33,11878,10,No,No,0.3807,MEDIUM,v1,60.0,3,10,37.5,"Microsoft Excel, Microsoft Office, Reading Comprehension, Active Listening, Apple macOS",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,7.762,Moderate
429,Research & Development,Manager,39,17068,21,Yes,No,0.6088,HIGH,v1,50.0,3,9,35.0,"Microsoft PowerPoint, Microsoft Excel, Monitoring, Reading Comprehension, Speaking",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,9.45,Moderate
430,Research & Development,Laboratory Technician,43,2455,8,No,No,0.0918,LOW,v1,70.0,3,12,39.99,"Microsoft Office, Reading Comprehension, Active Listening, SAP, Microsoft PowerPoint",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,6.75,High
431,Research & Development,Healthcare Representative,49,13964,7,Yes,No,0.4193,MEDIUM,v1,61.7,3,14,51.01,"Microsoft Excel, Salesforce, Microsoft Outlook, Reading Comprehension, Linux",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,7.762,Moderate
433,Research & Development,Research Scientist,52,4941,8,No,Yes,0.3467,LOW,v1,36.6,3,9,36.49,"Microsoft Office, R, Writing, Speaking, Active Learning",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,6.75,Low
