EmployeeID,SkillName,SkillType,AcquiredVia,ProficiencyLevel
273,Microsoft Outlook,Software Skill,Role,2
273,Microsoft PowerPoint,Software Skill,Role,4
273,SAP,Software Skill,Role,3
273,Writing,Essential Skill,Role,3
274,Adobe Illustrator,Software Skill,Transferable,2
274,Learning Strategies,Essential Skill,Role,3
274,Microsoft Access,Software Skill,Transferable,3
274,Monitoring,Essential Skill,Role,2
275,Adobe After Effects,Software Skill,Role,2
275,Adobe Photoshop,Software Skill,Role,3
275,Microsoft Office,Software Skill,Role,3
275,Microsoft Outlook,Software Skill,Role,3
275,Microsoft Visio,Software Skill,Transferable,3
275,Oracle HRIS,Software Skill,Transferable,2
275,SAP,Software Skill,Role,4
275,Speaking,Essential Skill,Role,3
275,Writing,Essential Skill,Role,3
277,Active Learning,Essential Skill,Role,2
277,Active Listening,Essential Skill,Role,3
277,Apache Hadoop,Software Skill,Transferable,3
277,Apple macOS,Software Skill,Transferable,3
277,Critical Thinking,Essential Skill,Role,3
277,MATLAB,Software Skill,Role,3
277,Microsoft Excel,Software Skill,Role,4
277,Science,Essential Skill,Role,3
277,Writing,Essential Skill,Role,3
281,Electronic Medical Record (EMR),Software Skill,Role,3
281,Google Docs,Software Skill,Role,3
281,Microsoft Office,Software Skill,Role,2
281,Speaking,Essential Skill,Role,4
282,Amazon Web Services (AWS),Software Skill,Role,3
282,Critical Thinking,Essential Skill,Role,4
282,Google Workspace,Software Skill,Role,3
282,Linux,Software Skill,Role,3
282,Mathematics,Essential Skill,Role,3
282,Reading Comprehension,Essential Skill,Role,2
282,Speaking,Essential Skill,Role,3
283,Adobe Acrobat,Software Skill,Role,3
283,Adobe Creative Cloud,Software Skill,Role,3
283,Mathematics,Essential Skill,Role,4
283,Microsoft Excel,Software Skill,Role,4
283,Microsoft Office,Software Skill,Role,4
283,Microsoft Outlook,Software Skill,Role,3
283,Microsoft PowerPoint,Software Skill,Role,4
283,Salesforce,Software Skill,Role,3
283,Science,Essential Skill,Transferable,3
283,Writing,Essential Skill,Role,4
284,Adobe Photoshop,Software Skill,Role,4
284,IBM SPSS Statistics,Software Skill,Role,1
284,Mathematics,Essential Skill,Role,4
284,Microsoft Project,Software Skill,Role,3
284,SAS,Software Skill,Role,2
284,Salesforce,Software Skill,Transferable,3
284,Science,Essential Skill,Role,3
284,Speaking,Essential Skill,Role,1
284,Workday,Software Skill,Transferable,1
286,Adobe Photoshop,Software Skill,Transferable,3
286,Applicant Tracking System (ATS),Software Skill,Transferable,3
286,Google Docs,Software Skill,Role,3
286,Microsoft Excel,Software Skill,Role,2
286,Microsoft Office,Software Skill,Role,1
286,Microsoft Outlook,Software Skill,Role,2
287,Critical Thinking,Essential Skill,Role,3
287,Google Workspace,Software Skill,Role,3
287,Microsoft Azure,Software Skill,Role,3
287,Microsoft Excel,Software Skill,Role,3
287,Microsoft Outlook,Software Skill,Role,5
287,Speaking,Essential Skill,Role,3
288,Amazon Web Services (AWS),Software Skill,Role,2
288,Critical Thinking,Essential Skill,Role,4
288,Google Workspace,Software Skill,Role,5
288,Microsoft Access,Software Skill,Role,3
288,Microsoft Excel,Software Skill,Role,4
288,Microsoft Office,Software Skill,Role,4
288,Microsoft Outlook,Software Skill,Role,4
288,Microsoft Word,Software Skill,Transferable,4
288,Reading Comprehension,Essential Skill,Role,3
288,Science,Essential Skill,Transferable,4
288,Speaking,Essential Skill,Role,4
291,Active Listening,Essential Skill,Role,4
291,Adobe Acrobat,Software Skill,Role,4
291,Adobe Illustrator,Software Skill,Role,4
291,Adobe InDesign,Software Skill,Role,4
291,Mathematics,Essential Skill,Role,4
291,Microsoft Office,Software Skill,Role,4
291,Microsoft Word,Software Skill,Transferable,4
291,Reading Comprehension,Essential Skill,Role,4
291,Salesforce,Software Skill,Role,4
291,Speaking,Essential Skill,Role,3
292,Active Learning,Essential Skill,Role,4
292,Adobe Acrobat,Software Skill,Role,3
292,Autodesk AutoCAD,Software Skill,Role,3
292,Mathematics,Essential Skill,Transferable,3
292,Microsoft Excel,Software Skill,Role,3
292,Microsoft PowerPoint,Software Skill,Role,3
292,Monitoring,Essential Skill,Role,4
292,Speaking,Essential Skill,Role,3
293,Adobe Illustrator,Software Skill,Role,4
293,Adobe InDesign,Software Skill,Role,3
293,Critical Thinking,Essential Skill,Role,2
293,Google Docs,Software Skill,Transferable,3
293,Microsoft Outlook,Software Skill,Role,3
293,Monitoring,Essential Skill,Role,3
293,Speaking,Essential Skill,Role,4
293,Writing,Essential Skill,Role,3
296,Active Listening,Essential Skill,Role,4
296,Adobe Acrobat,Software Skill,Role,4
296,Critical Thinking,Essential Skill,Role,3
296,Google Analytics,Software Skill,Transferable,3
296,IBM SPSS Statistics,Software Skill,Role,4
296,Microsoft Access,Software Skill,Role,5
296,Microsoft Visio,Software Skill,Role,4
296,Reading Comprehension,Essential Skill,Role,3
296,Salesforce,Software Skill,Transferable,4
296,Science,Essential Skill,Role,4
296,Writing,Essential Skill,Role,5
297,Active Listening,Essential Skill,Role,3
297,Adobe Photoshop,Software Skill,Role,2
297,Apache Hadoop,Software Skill,Transferable,3
297,ESRI ArcGIS,Software Skill,Role,4
297,Mathematics,Essential Skill,Role,3
297,Microsoft Excel,Software Skill,Role,4
297,Microsoft Office,Software Skill,Role,4
297,Microsoft Project,Software Skill,Role,4
298,Adobe Acrobat,Software Skill,Role,4
298,Adobe InDesign,Software Skill,Transferable,3
298,Google Analytics,Software Skill,Role,4
298,Microsoft Office,Software Skill,Role,3
298,Monitoring,Essential Skill,Role,4
298,Reading Comprehension,Essential Skill,Role,4
298,Speaking,Essential Skill,Role,3
299,Active Learning,Essential Skill,Role,3
299,Active Listening,Essential Skill,Role,4
299,Adobe Creative Cloud,Software Skill,Role,4
299,Adobe Illustrator,Software Skill,Role,4
299,Adobe InDesign,Software Skill,Role,3
299,Atlassian Confluence,Software Skill,Transferable,4
299,Critical Thinking,Essential Skill,Role,3
299,Microsoft Excel,Software Skill,Role,5
299,Reading Comprehension,Essential Skill,Role,4
299,Salesforce,Software Skill,Role,3
300,Active Listening,Essential Skill,Role,3
300,IBM SPSS Statistics,Software Skill,Role,3
300,MATLAB,Software Skill,Role,2
300,Mathematics,Essential Skill,Role,2
300,Microsoft Excel,Software Skill,Role,2
300,Microsoft Office,Software Skill,Role,3
300,Python,Software Skill,Role,2
300,Speaking,Essential Skill,Role,3
300,Writing,Essential Skill,Role,3
302,Active Learning,Essential Skill,Role,4
302,Active Listening,Essential Skill,Role,4
302,Adobe InDesign,Software Skill,Role,5
302,Mathematics,Essential Skill,Role,5
302,Microsoft Office,Software Skill,Role,4
302,Microsoft Outlook,Software Skill,Role,3
302,Microsoft PowerPoint,Software Skill,Role,4
302,Reading Comprehension,Essential Skill,Role,3
302,Salesforce,Software Skill,Role,5
302,Speaking,Essential Skill,Role,3
302,Writing,Essential Skill,Role,5
303,Active Learning,Essential Skill,Role,4
303,Active Listening,Essential Skill,Role,4
303,Adobe Acrobat,Software Skill,Role,4
303,Adobe Creative Cloud,Software Skill,Role,4
303,Adobe Illustrator,Software Skill,Role,3
303,Adobe InDesign,Software Skill,Role,4
303,Apple macOS,Software Skill,Transferable,3
303,Applicant Tracking System (ATS),Software Skill,Transferable,4
303,Critical Thinking,Essential Skill,Role,4
303,Mathematics,Essential Skill,Role,3
303,Microsoft Office,Software Skill,Role,3
303,Microsoft Outlook,Software Skill,Role,3
303,Microsoft PowerPoint,Software Skill,Role,3
303,Monitoring,Essential Skill,Role,3
303,Reading Comprehension,Essential Skill,Role,2
303,Writing,Essential Skill,Role,4
304,Google Docs,Software Skill,Role,2
304,Microsoft Office,Software Skill,Role,3
304,Microsoft Outlook,Software Skill,Role,2
304,SAP,Software Skill,Role,4
304,Science,Essential Skill,Role,4
304,Speaking,Essential Skill,Role,3
305,Adobe Photoshop,Software Skill,Role,3
305,ESRI ArcGIS,Software Skill,Role,3
305,MEDITECH,Software Skill,Transferable,3
305,Microsoft Excel,Software Skill,Role,4
305,Microsoft Office,Software Skill,Role,3
305,Microsoft Outlook,Software Skill,Transferable,4
305,Python,Software Skill,Role,4
305,R,Software Skill,Role,3
305,SAS,Software Skill,Role,2
305,Writing,Essential Skill,Role,4
306,Active Learning,Essential Skill,Role,3
306,Active Listening,Essential Skill,Role,2
306,Adobe Acrobat,Software Skill,Role,4
306,ESRI ArcGIS,Software Skill,Role,2
306,IBM SPSS Statistics,Software Skill,Role,3
306,Microsoft Excel,Software Skill,Role,3
306,Microsoft Project,Software Skill,Role,2
306,Reading Comprehension,Essential Skill,Role,3
306,Science,Essential Skill,Role,4
306,Writing,Essential Skill,Role,4
307,Active Learning,Essential Skill,Role,4
307,Adobe Photoshop,Software Skill,Role,5
307,Critical Thinking,Essential Skill,Role,4
307,Microsoft Office,Software Skill,Role,4
307,Microsoft Outlook,Software Skill,Role,3
307,Monitoring,Essential Skill,Role,5
307,Speaking,Essential Skill,Role,5
307,Writing,Essential Skill,Role,4
308,Active Listening,Essential Skill,Role,2
308,Adobe After Effects,Software Skill,Role,3
308,Adobe InDesign,Software Skill,Role,2
308,Adobe Photoshop,Software Skill,Role,3
308,Cisco Webex,Software Skill,Transferable,4
308,Critical Thinking,Essential Skill,Role,3
308,Learning Strategies,Essential Skill,Role,4
308,Microsoft Excel,Software Skill,Role,3
308,Microsoft Outlook,Software Skill,Role,3
308,Reading Comprehension,Essential Skill,Role,4
308,Science,Essential Skill,Transferable,4
308,Speaking,Essential Skill,Role,3
308,Writing,Essential Skill,Role,3
309,Adobe InDesign,Software Skill,Transferable,4
309,Adobe Photoshop,Software Skill,Role,3
309,Critical Thinking,Essential Skill,Role,3
309,ESRI ArcGIS,Software Skill,Role,3
309,MATLAB,Software Skill,Role,3
309,MEDITECH,Software Skill,Transferable,3
309,Microsoft Excel,Software Skill,Role,4
311,Active Learning,Essential Skill,Role,4
311,Critical Thinking,Essential Skill,Role,3
311,HubSpot,Software Skill,Role,3
311,Learning Strategies,Essential Skill,Transferable,3
311,Microsoft Excel,Software Skill,Role,4
311,Microsoft Office,Software Skill,Role,2
311,Oracle HRIS,Software Skill,Transferable,4
311,Reading Comprehension,Essential Skill,Role,3
312,Adobe Creative Cloud,Software Skill,Role,3
312,Monitoring,Essential Skill,Role,4
312,Reading Comprehension,Essential Skill,Role,4
312,Writing,Essential Skill,Role,3
314,Adobe Acrobat,Software Skill,Role,4
314,Adobe InDesign,Software Skill,Role,3
314,Microsoft Office,Software Skill,Role,4
314,Microsoft PowerPoint,Software Skill,Role,3
314,Reading Comprehension,Essential Skill,Role,3
314,Salesforce,Software Skill,Role,3
314,Writing,Essential Skill,Role,4
315,Active Learning,Essential Skill,Role,3
315,Active Listening,Essential Skill,Role,2
315,ESRI ArcGIS,Software Skill,Role,3
315,Mathematics,Essential Skill,Role,2
315,Microsoft Excel,Software Skill,Role,3
315,Python,Software Skill,Role,2
315,R,Software Skill,Role,2
315,SAS,Software Skill,Role,2
316,Active Listening,Essential Skill,Role,2
316,Critical Thinking,Essential Skill,Role,3
316,Google Docs,Software Skill,Role,2
316,MEDITECH,Software Skill,Role,3
316,Microsoft PowerPoint,Software Skill,Role,4
319,Adobe Acrobat,Software Skill,Role,5
319,Adobe Photoshop,Software Skill,Role,3
319,Atlassian JIRA,Software Skill,Role,3
319,MATLAB,Software Skill,Transferable,4
319,Microsoft Excel,Software Skill,Role,5
319,Microsoft Office,Software Skill,Role,5
319,Monitoring,Essential Skill,Role,4
319,Reading Comprehension,Essential Skill,Role,3
321,Active Listening,Essential Skill,Role,3
321,Adobe Photoshop,Software Skill,Role,2
321,Microsoft Office,Software Skill,Role,3
321,Microsoft PowerPoint,Software Skill,Role,3
321,Monitoring,Essential Skill,Role,2
321,Oracle HRIS,Software Skill,Role,2
321,Speaking,Essential Skill,Role,3
323,Active Listening,Essential Skill,Role,5
323,Adobe Acrobat,Software Skill,Role,4
323,Adobe Photoshop,Software Skill,Role,5
323,Atlassian JIRA,Software Skill,Role,4
323,Autodesk AutoCAD,Software Skill,Role,5
323,Microsoft Excel,Software Skill,Role,5
323,Python,Software Skill,Transferable,5
323,R,Software Skill,Transferable,4
323,Reading Comprehension,Essential Skill,Role,4
323,Writing,Essential Skill,Role,5
325,Active Learning,Essential Skill,Role,3
325,Active Listening,Essential Skill,Role,4
325,Email,Software Skill,Role,3
325,Google Docs,Software Skill,Role,3
325,Microsoft Outlook,Software Skill,Role,2
325,Microsoft PowerPoint,Software Skill,Role,4
325,Reading Comprehension,Essential Skill,Role,3
327,Active Listening,Essential Skill,Role,4
327,Adobe Acrobat,Software Skill,Role,3
327,Adobe Photoshop,Software Skill,Role,3
327,Apache Hadoop,Software Skill,Transferable,4
327,Microsoft Access,Software Skill,Transferable,5
327,Microsoft Office,Software Skill,Role,4
327,Microsoft PowerPoint,Software Skill,Role,5
327,Speaking,Essential Skill,Role,3
328,Active Learning,Essential Skill,Role,3
328,Adobe After Effects,Software Skill,Transferable,3
328,Electronic Medical Record (EMR),Software Skill,Role,3
328,Email,Software Skill,Role,4
328,Google Docs,Software Skill,Role,3
328,Microsoft Excel,Software Skill,Role,3
328,Microsoft Office,Software Skill,Role,3
328,Microsoft Outlook,Software Skill,Role,4
328,Monitoring,Essential Skill,Role,3
328,SAP,Software Skill,Role,4
329,Active Learning,Essential Skill,Role,5
329,Active Listening,Essential Skill,Role,4
329,Adobe Acrobat,Software Skill,Role,5
329,Adobe Photoshop,Software Skill,Role,5
329,Apple macOS,Software Skill,Role,5
329,Atlassian JIRA,Software Skill,Role,5
329,Critical Thinking,Essential Skill,Role,5
329,Microsoft Excel,Software Skill,Role,5
329,Microsoft Office,Software Skill,Role,5
329,Reading Comprehension,Essential Skill,Role,5
330,Apple macOS,Software Skill,Role,3
330,HubSpot,Software Skill,Role,3
330,Microsoft Excel,Software Skill,Role,2
330,Microsoft Office,Software Skill,Role,3
330,Reading Comprehension,Essential Skill,Role,3
330,Salesforce,Software Skill,Role,2
331,Autodesk AutoCAD,Software Skill,Transferable,3
331,Critical Thinking,Essential Skill,Role,3
331,Microsoft Excel,Software Skill,Role,2
331,Microsoft PowerPoint,Software Skill,Role,3
331,SAP,Software Skill,Role,3
331,Science,Essential Skill,Role,3
332,Critical Thinking,Essential Skill,Role,3
332,Microsoft Outlook,Software Skill,Role,3
332,Microsoft PowerPoint,Software Skill,Role,4
332,Microsoft Word,Software Skill,Role,4
332,Reading Comprehension,Essential Skill,Role,3
332,SAP,Software Skill,Role,3
332,Science,Essential Skill,Role,3
333,Active Learning,Essential Skill,Role,2
333,Adobe Illustrator,Software Skill,Role,3
333,Critical Thinking,Essential Skill,Role,3
333,IBM SPSS Statistics,Software Skill,Transferable,3
333,Microsoft PowerPoint,Software Skill,Role,3
333,Reading Comprehension,Essential Skill,Role,4
333,Salesforce,Software Skill,Role,2
333,Speaking,Essential Skill,Role,3
333,Writing,Essential Skill,Role,4
334,Active Learning,Essential Skill,Role,4
334,ESRI ArcGIS,Software Skill,Role,3
334,IBM SPSS Statistics,Software Skill,Role,4
334,MATLAB,Software Skill,Role,4
334,Microsoft Office,Software Skill,Role,3
334,Python,Software Skill,Role,3
334,SAP,Software Skill,Transferable,3
334,Science,Essential Skill,Role,3
334,Writing,Essential Skill,Role,3
335,Adobe Photoshop,Software Skill,Role,3
335,Apache Hadoop,Software Skill,Transferable,3
335,ESRI ArcGIS,Software Skill,Role,3
335,MATLAB,Software Skill,Role,3
335,Science,Essential Skill,Role,3
335,Speaking,Essential Skill,Role,4
336,Active Listening,Essential Skill,Role,5
336,Adobe Photoshop,Software Skill,Role,4
336,Apple macOS,Software Skill,Role,5
336,Atlassian JIRA,Software Skill,Role,4
336,Critical Thinking,Essential Skill,Role,4
336,Google Analytics,Software Skill,Role,5
336,HubSpot,Software Skill,Transferable,3
336,Learning Strategies,Essential Skill,Role,4
336,Microsoft Excel,Software Skill,Role,3
336,Microsoft Office,Software Skill,Role,4
336,Microsoft PowerPoint,Software Skill,Role,4
336,Reading Comprehension,Essential Skill,Role,4
336,Writing,Essential Skill,Role,5
337,Active Learning,Essential Skill,Role,3
337,Adobe Acrobat,Software Skill,Role,3
337,Critical Thinking,Essential Skill,Role,3
337,Microsoft Office,Software Skill,Role,4
337,Microsoft PowerPoint,Software Skill,Role,4
337,Microsoft Project,Software Skill,Role,3
337,Microsoft SharePoint,Software Skill,Role,3
337,Reading Comprehension,Essential Skill,Role,5
338,Active Learning,Essential Skill,Role,3
338,Active Listening,Essential Skill,Role,3
338,Adobe Illustrator,Software Skill,Transferable,2
338,ESRI ArcGIS,Software Skill,Role,4
338,MATLAB,Software Skill,Role,2
338,Microsoft Excel,Software Skill,Role,3
338,Microsoft Office,Software Skill,Role,3
338,Science,Essential Skill,Role,4
338,Speaking,Essential Skill,Role,3
338,Writing,Essential Skill,Role,3
339,Active Listening,Essential Skill,Role,3
339,Adobe Photoshop,Software Skill,Role,3
339,Learning Strategies,Essential Skill,Role,3
339,Microsoft Excel,Software Skill,Role,4
339,Microsoft Office,Software Skill,Role,3
339,Microsoft PowerPoint,Software Skill,Role,4
339,Reading Comprehension,Essential Skill,Role,5
339,SAP,Software Skill,Role,4
340,Active Learning,Essential Skill,Role,4
340,Critical Thinking,Essential Skill,Role,4
340,Mathematics,Essential Skill,Role,3
340,Python,Software Skill,Role,3
340,R,Software Skill,Role,4
341,Active Listening,Essential Skill,Role,3
341,Adobe After Effects,Software Skill,Role,2
341,Cisco Webex,Software Skill,Transferable,3
341,Microsoft SharePoint,Software Skill,Transferable,2
341,Monitoring,Essential Skill,Role,3
341,Speaking,Essential Skill,Role,4
342,Adobe Acrobat,Software Skill,Role,4
342,Autodesk AutoCAD,Software Skill,Role,3
342,Critical Thinking,Essential Skill,Role,4
342,Learning Strategies,Essential Skill,Role,4
342,Mathematics,Essential Skill,Transferable,3
342,Microsoft Excel,Software Skill,Role,4
342,Microsoft Office,Software Skill,Role,4
342,Microsoft Outlook,Software Skill,Role,3
342,Microsoft PowerPoint,Software Skill,Role,4
342,Monitoring,Essential Skill,Role,4
342,R,Software Skill,Transferable,4
342,Speaking,Essential Skill,Role,4
342,Writing,Essential Skill,Role,4
343,Active Listening,Essential Skill,Role,3
343,Cisco Webex,Software Skill,Transferable,4
343,Mathematics,Essential Skill,Role,4
343,Microsoft Access,Software Skill,Role,4
343,Microsoft PowerPoint,Software Skill,Transferable,4
343,Monitoring,Essential Skill,Role,4
346,Active Learning,Essential Skill,Role,3
346,Critical Thinking,Essential Skill,Role,3
346,HubSpot,Software Skill,Transferable,3
346,IBM SPSS Statistics,Software Skill,Role,3
346,MATLAB,Software Skill,Role,3
346,Mathematics,Essential Skill,Role,3
346,Microsoft Excel,Software Skill,Role,3
346,Reading Comprehension,Essential Skill,Role,2
346,SAP,Software Skill,Transferable,2
346,SAS,Software Skill,Role,3
346,Science,Essential Skill,Role,2
347,Active Listening,Essential Skill,Role,4
347,Adobe Photoshop,Software Skill,Role,2
347,MATLAB,Software Skill,Role,3
347,Microsoft Excel,Software Skill,Role,2
347,Microsoft PowerPoint,Software Skill,Transferable,2
347,R,Software Skill,Role,2
347,Reading Comprehension,Essential Skill,Role,2
347,Speaking,Essential Skill,Role,2
347,Workday,Software Skill,Transferable,3
347,Writing,Essential Skill,Role,3
349,Active Listening,Essential Skill,Role,3
349,Adobe Creative Cloud,Software Skill,Role,2
349,Adobe InDesign,Software Skill,Role,3
349,Adobe Photoshop,Software Skill,Role,2
349,Critical Thinking,Essential Skill,Role,2
349,Microsoft PowerPoint,Software Skill,Role,3
349,Salesforce,Software Skill,Role,2
350,Active Learning,Essential Skill,Role,3
350,Adobe Acrobat,Software Skill,Role,3
350,Apache Hadoop,Software Skill,Transferable,3
350,Critical Thinking,Essential Skill,Role,4
350,Learning Strategies,Essential Skill,Role,3
350,Microsoft Office,Software Skill,Role,4
350,Python,Software Skill,Transferable,3
350,SAP,Software Skill,Role,3
351,Active Listening,Essential Skill,Role,3
351,Adobe InDesign,Software Skill,Transferable,2
351,Critical Thinking,Essential Skill,Role,3
351,Microsoft Office,Software Skill,Role,4
351,R,Software Skill,Transferable,3
351,Reading Comprehension,Essential Skill,Role,2
351,Speaking,Essential Skill,Role,2
351,Writing,Essential Skill,Role,2
352,Active Listening,Essential Skill,Role,4
352,Adobe Acrobat,Software Skill,Role,3
352,Cisco Webex,Software Skill,Transferable,4
352,Critical Thinking,Essential Skill,Role,4
352,ESRI ArcGIS,Software Skill,Role,4
352,Microsoft Access,Software Skill,Role,4
352,Microsoft Office,Software Skill,Role,3
352,Microsoft PowerPoint,Software Skill,Role,4
352,Microsoft SharePoint,Software Skill,Role,5
352,Microsoft Visio,Software Skill,Role,4
352,Reading Comprehension,Essential Skill,Role,3
352,Writing,Essential Skill,Role,4
353,Active Learning,Essential Skill,Role,3
353,Atlassian JIRA,Software Skill,Transferable,3
353,Autodesk AutoCAD,Software Skill,Transferable,1
353,Critical Thinking,Essential Skill,Role,3
353,Microsoft Office,Software Skill,Role,2
353,SAS,Software Skill,Role,2
355,Critical Thinking,Essential Skill,Role,4
355,Google Docs,Software Skill,Role,3
355,MATLAB,Software Skill,Transferable,3
355,Microsoft Excel,Software Skill,Role,2
355,Microsoft Outlook,Software Skill,Role,3
355,Microsoft PowerPoint,Software Skill,Role,3
355,Reading Comprehension,Essential Skill,Role,3
355,Science,Essential Skill,Role,3
355,Speaking,Essential Skill,Role,1
355,Writing,Essential Skill,Role,3
359,Microsoft PowerPoint,Software Skill,Role,2
359,Microsoft Visio,Software Skill,Transferable,4
359,Microsoft Word,Software Skill,Role,3
359,Monitoring,Essential Skill,Role,3
359,Science,Essential Skill,Role,3
361,Adobe Acrobat,Software Skill,Role,3
361,Adobe InDesign,Software Skill,Role,3
361,Microsoft Excel,Software Skill,Role,2
361,Microsoft Office,Software Skill,Role,3
361,Monitoring,Essential Skill,Role,2
361,Reading Comprehension,Essential Skill,Role,3
361,Writing,Essential Skill,Role,3
362,Active Learning,Essential Skill,Role,3
362,Google Docs,Software Skill,Role,3
362,MEDITECH,Software Skill,Role,3
362,Mathematics,Essential Skill,Transferable,3
362,Microsoft Access,Software Skill,Transferable,3
362,Microsoft Outlook,Software Skill,Role,2
362,Microsoft Word,Software Skill,Role,4
363,Active Learning,Essential Skill,Role,4
363,Active Listening,Essential Skill,Role,4
363,Apple macOS,Software Skill,Role,5
363,Atlassian Confluence,Software Skill,Role,4
363,Google Analytics,Software Skill,Role,4
363,Learning Strategies,Essential Skill,Role,5
363,Microsoft Excel,Software Skill,Role,5
363,Microsoft Office,Software Skill,Role,4
363,Microsoft PowerPoint,Software Skill,Role,3
363,Monitoring,Essential Skill,Role,4
363,Reading Comprehension,Essential Skill,Role,4
364,Active Learning,Essential Skill,Role,4
364,MEDITECH,Software Skill,Role,4
364,Microsoft Excel,Software Skill,Role,3
364,Microsoft Office,Software Skill,Role,3
364,Science,Essential Skill,Role,4
364,Writing,Essential Skill,Role,4
366,Active Learning,Essential Skill,Role,3
366,Active Listening,Essential Skill,Role,4
366,Adobe Creative Cloud,Software Skill,Role,4
366,Adobe Illustrator,Software Skill,Role,3
366,Apache Hadoop,Software Skill,Transferable,3
366,Microsoft Excel,Software Skill,Role,3
366,Microsoft Office,Software Skill,Role,3
366,Microsoft PowerPoint,Software Skill,Role,3
366,Reading Comprehension,Essential Skill,Role,3
366,Speaking,Essential Skill,Role,3
366,Writing,Essential Skill,Role,2
367,Amazon Web Services (AWS),Software Skill,Role,3
367,Apache Hadoop,Software Skill,Role,4
367,Critical Thinking,Essential Skill,Role,3
367,Electronic Medical Record (EMR),Software Skill,Transferable,3
367,Email,Software Skill,Transferable,3
367,Mathematics,Essential Skill,Role,3
367,Microsoft Access,Software Skill,Role,4
367,Microsoft Excel,Software Skill,Role,3
367,Microsoft Outlook,Software Skill,Role,3
367,Writing,Essential Skill,Role,3
369,Active Listening,Essential Skill,Role,2
369,Critical Thinking,Essential Skill,Role,4
369,ESRI ArcGIS,Software Skill,Transferable,3
369,Learning Strategies,Essential Skill,Transferable,3
369,Microsoft Azure,Software Skill,Role,2
369,Microsoft Office,Software Skill,Role,3
369,Salesforce,Software Skill,Role,3
369,Writing,Essential Skill,Role,3
372,Active Learning,Essential Skill,Role,3
372,Active Listening,Essential Skill,Role,3
372,Amazon Web Services (AWS),Software Skill,Role,5
372,Critical Thinking,Essential Skill,Role,4
372,Linux,Software Skill,Role,4
372,MEDITECH,Software Skill,Transferable,4
372,Microsoft Azure,Software Skill,Role,3
372,Microsoft Excel,Software Skill,Role,4
372,Microsoft Outlook,Software Skill,Role,4
372,Reading Comprehension,Essential Skill,Role,3
372,Speaking,Essential Skill,Role,3
373,Google Docs,Software Skill,Role,4
373,Microsoft Excel,Software Skill,Role,4
373,Microsoft Office,Software Skill,Role,3
374,Active Learning,Essential Skill,Role,4
374,Active Listening,Essential Skill,Role,5
374,Adobe Acrobat,Software Skill,Role,4
374,Adobe Photoshop,Software Skill,Role,4
374,Apple macOS,Software Skill,Role,4
374,Atlassian Confluence,Software Skill,Role,5
374,Autodesk AutoCAD,Software Skill,Role,4
374,Critical Thinking,Essential Skill,Role,5
374,Electronic Medical Record (EMR),Software Skill,Transferable,5
374,Google Analytics,Software Skill,Role,5
374,Microsoft Excel,Software Skill,Role,3
374,Microsoft PowerPoint,Software Skill,Role,4
374,Monitoring,Essential Skill,Role,4
374,Reading Comprehension,Essential Skill,Role,4
376,Adobe Acrobat,Software Skill,Role,4
376,Adobe Photoshop,Software Skill,Role,3
376,Apple macOS,Software Skill,Role,4
376,Atlassian Confluence,Software Skill,Role,4
376,Critical Thinking,Essential Skill,Role,3
376,Microsoft Excel,Software Skill,Role,3
376,Microsoft PowerPoint,Software Skill,Role,4
376,Monitoring,Essential Skill,Role,3
377,Active Learning,Essential Skill,Role,3
377,Critical Thinking,Essential Skill,Role,2
377,Microsoft Excel,Software Skill,Role,3
377,Microsoft PowerPoint,Software Skill,Transferable,3
377,Speaking,Essential Skill,Role,2
378,Active Listening,Essential Skill,Role,3
378,Adobe Creative Cloud,Software Skill,Role,4
378,Adobe InDesign,Software Skill,Role,4
378,Apple macOS,Software Skill,Transferable,3
378,Learning Strategies,Essential Skill,Transferable,2
378,Microsoft Outlook,Software Skill,Role,4
378,Microsoft PowerPoint,Software Skill,Role,3
378,Monitoring,Essential Skill,Role,4
378,Reading Comprehension,Essential Skill,Role,3
378,Writing,Essential Skill,Role,4
379,Active Listening,Essential Skill,Role,3
379,Adobe Creative Cloud,Software Skill,Transferable,3
379,Adobe Photoshop,Software Skill,Role,2
379,Cisco Webex,Software Skill,Transferable,2
379,IBM SPSS Statistics,Software Skill,Role,3
379,MATLAB,Software Skill,Role,3
379,Mathematics,Essential Skill,Role,2
379,Microsoft Excel,Software Skill,Role,3
379,Microsoft Project,Software Skill,Role,1
379,R,Software Skill,Role,2
379,Speaking,Essential Skill,Role,3
380,Adobe Acrobat,Software Skill,Role,4
380,Autodesk AutoCAD,Software Skill,Transferable,3
380,IBM SPSS Statistics,Software Skill,Role,3
380,Microsoft Office,Software Skill,Role,2
380,Microsoft PowerPoint,Software Skill,Role,4
380,Microsoft SharePoint,Software Skill,Role,3
380,R,Software Skill,Transferable,3
380,Reading Comprehension,Essential Skill,Role,3
381,Active Listening,Essential Skill,Role,3
381,Apple macOS,Software Skill,Role,4
381,Atlassian Confluence,Software Skill,Role,5
381,Critical Thinking,Essential Skill,Role,5
381,Google Analytics,Software Skill,Role,4
381,Microsoft Outlook,Software Skill,Transferable,4
381,Microsoft PowerPoint,Software Skill,Role,5
381,Monitoring,Essential Skill,Role,3
381,Python,Software Skill,Transferable,3
381,Speaking,Essential Skill,Role,3
382,Active Listening,Essential Skill,Role,3
382,Adobe Illustrator,Software Skill,Role,2
