EmployeeID,Department,JobRole,ReviewPeriod,EngagementScore,JobSatisfactionScore,JobInvolvementScore,EnvironmentSatisfactionScore,WorkLifeBalanceScore,RelationshipSatisfactionScore,PerformanceRating,TrainingTimesLastYear
387,Sales,Sales Executive,2026-H1,60.0,66.7,66.7,33.3,66.7,66.7,4,3
388,Sales,Sales Executive,2026-H1,58.3,100.0,66.7,33.3,33.3,0.0,3,3
389,Research & Development,Laboratory Technician,2026-H1,73.3,100.0,66.7,33.3,66.7,100.0,3,4
390,Research & Development,Healthcare Representative,2026-H1,33.4,0.0,66.7,0.0,66.7,66.7,3,3
391,Research & Development,Research Scientist,2026-H1,80.0,100.0,66.7,100.0,66.7,33.3,3,3
392,Research & Development,Laboratory Technician,2026-H1,66.7,66.7,66.7,100.0,0.0,100.0,4,0
393,Research & Development,Healthcare Representative,2026-H1,80.0,100.0,66.7,100.0,66.7,33.3,3,2
394,Research & Development,Laboratory Technician,2026-H1,46.7,33.3,66.7,0.0,66.7,100.0,3,2
395,Research & Development,Research Scientist,2026-H1,86.7,100.0,66.7,100.0,66.7,100.0,4,3
396,Research & Development,Research Director,2026-H1,50.0,0.0,66.7,66.7,66.7,100.0,3,4
397,Research & Development,Research Scientist,2026-H1,60.0,33.3,66.7,66.7,66.7,100.0,3,2
399,Sales,Sales Representative,2026-H1,58.3,33.3,66.7,100.0,33.3,66.7,3,5
401,Sales,Sales Executive,2026-H1,71.7,100.0,33.3,100.0,66.7,33.3,3,0
403,Research & Development,Research Scientist,2026-H1,65.0,100.0,66.7,33.3,33.3,66.7,3,3
404,Sales,Sales Executive,2026-H1,65.0,33.3,66.7,66.7,100.0,100.0,3,2
405,Research & Development,Laboratory Technician,2026-H1,66.7,66.7,66.7,66.7,66.7,66.7,3,2
406,Sales,Sales Executive,2026-H1,51.7,33.3,66.7,66.7,33.3,66.7,3,3
407,Research & Development,Laboratory Technician,2026-H1,88.3,100.0,100.0,66.7,66.7,100.0,3,2
408,Research & Development,Manufacturing Director,2026-H1,50.0,33.3,0.0,100.0,66.7,100.0,3,3
410,Sales,Manager,2026-H1,60.0,33.3,66.7,100.0,66.7,33.3,3,2
411,Sales,Sales Representative,2026-H1,58.3,66.7,33.3,100.0,66.7,0.0,3,2
412,Research & Development,Healthcare Representative,2026-H1,48.3,0.0,100.0,33.3,66.7,66.7,3,2
416,Sales,Sales Executive,2026-H1,70.0,100.0,100.0,33.3,33.3,33.3,3,3
417,Research & Development,Healthcare Representative,2026-H1,73.3,100.0,100.0,66.7,33.3,0.0,3,5
419,Research & Development,Laboratory Technician,2026-H1,50.0,33.3,66.7,33.3,66.7,66.7,3,3
420,Sales,Sales Executive,2026-H1,60.0,66.7,33.3,100.0,33.3,66.7,3,3
421,Research & Development,Research Director,2026-H1,35.0,33.3,33.3,0.0,66.7,66.7,3,2
422,Research & Development,Healthcare Representative,2026-H1,60.0,66.7,0.0,100.0,66.7,100.0,3,2
423,Research & Development,Research Scientist,2026-H1,76.7,100.0,66.7,66.7,66.7,66.7,3,4
424,Human Resources,Human Resources,2026-H1,28.3,0.0,33.3,0.0,66.7,100.0,3,1
425,Research & Development,Laboratory Technician,2026-H1,26.7,0.0,66.7,0.0,66.7,0.0,3,2
426,Research & Development,Research Scientist,2026-H1,63.3,100.0,66.7,66.7,0.0,33.3,3,2
428,Research & Development,Manager,2026-H1,60.0,33.3,66.7,100.0,66.7,33.3,3,2
429,Research & Development,Manager,2026-H1,50.0,0.0,66.7,66.7,66.7,100.0,3,3
430,Research & Development,Laboratory Technician,2026-H1,70.0,100.0,66.7,66.7,66.7,0.0,3,5
431,Research & Development,Healthcare Representative,2026-H1,61.7,66.7,33.3,66.7,66.7,100.0,3,2
433,Research & Development,Research Scientist,2026-H1,36.6,33.3,33.3,66.7,33.3,0.0,3,3
434,Research & Development,Research Scientist,2026-H1,48.3,33.3,66.7,66.7,33.3,33.3,3,2
436,Sales,Sales Executive,2026-H1,51.7,33.3,33.3,66.7,66.7,100.0,3,2
437,Sales,Sales Executive,2026-H1,66.7,66.7,66.7,100.0,66.7,0.0,3,3
438,Sales,Sales Executive,2026-H1,86.7,100.0,66.7,100.0,66.7,100.0,3,3
439,Research & Development,Research Scientist,2026-H1,66.7,100.0,100.0,0.0,33.3,66.7,3,0
440,Research & Development,Research Scientist,2026-H1,45.0,100.0,0.0,0.0,33.3,100.0,3,4
441,Research & Development,Research Scientist,2026-H1,86.7,100.0,66.7,100.0,66.7,100.0,3,2
442,Research & Development,Manufacturing Director,2026-H1,51.7,66.7,33.3,66.7,66.7,0.0,4,2
444,Research & Development,Manager,2026-H1,61.7,100.0,33.3,66.7,66.7,0.0,3,2
445,Sales,Sales Executive,2026-H1,61.7,66.7,66.7,100.0,33.3,0.0,3,3
446,Sales,Sales Executive,2026-H1,56.6,100.0,33.3,33.3,33.3,66.7,3,6
447,Research & Development,Research Director,2026-H1,70.0,66.7,66.7,100.0,66.7,33.3,3,2
448,Research & Development,Laboratory Technician,2026-H1,60.0,66.7,33.3,66.7,100.0,33.3,3,3
449,Sales,Sales Executive,2026-H1,60.0,33.3,66.7,66.7,66.7,100.0,3,0
450,Research & Development,Research Scientist,2026-H1,71.7,66.7,66.7,100.0,33.3,100.0,3,4
451,Research & Development,Healthcare Representative,2026-H1,35.0,0.0,66.7,66.7,33.3,0.0,3,1
452,Research & Development,Research Scientist,2026-H1,76.7,100.0,66.7,100.0,66.7,0.0,3,3
453,Sales,Sales Executive,2026-H1,48.3,100.0,0.0,33.3,33.3,66.7,4,2
454,Research & Development,Laboratory Technician,2026-H1,21.7,0.0,0.0,33.3,33.3,100.0,3,4
455,Research & Development,Laboratory Technician,2026-H1,61.7,100.0,33.3,33.3,66.7,66.7,3,2
456,Sales,Sales Executive,2026-H1,65.0,66.7,33.3,100.0,66.7,66.7,3,2
458,Sales,Sales Executive,2026-H1,43.3,33.3,66.7,33.3,66.7,0.0,3,3
460,Research & Development,Manufacturing Director,2026-H1,78.3,100.0,66.7,100.0,33.3,66.7,3,2
461,Research & Development,Research Director,2026-H1,65.0,100.0,33.3,66.7,66.7,33.3,3,3
462,Research & Development,Manufacturing Director,2026-H1,71.7,100.0,66.7,66.7,33.3,66.7,3,2
463,Sales,Sales Executive,2026-H1,48.3,33.3,33.3,100.0,66.7,0.0,3,2
464,Research & Development,Manufacturing Director,2026-H1,60.0,33.3,66.7,66.7,66.7,100.0,3,5
465,Research & Development,Research Scientist,2026-H1,71.7,100.0,66.7,66.7,33.3,66.7,3,2
466,Research & Development,Manufacturing Director,2026-H1,58.3,33.3,33.3,100.0,66.7,100.0,3,3
467,Sales,Sales Representative,2026-H1,53.4,66.7,66.7,33.3,66.7,0.0,3,3
468,Research & Development,Research Director,2026-H1,60.0,100.0,66.7,0.0,66.7,33.3,3,2
469,Sales,Sales Executive,2026-H1,61.7,66.7,66.7,100.0,33.3,0.0,3,3
470,Human Resources,Human Resources,2026-H1,66.7,66.7,66.7,66.7,66.7,66.7,3,5
471,Research & Development,Laboratory Technician,2026-H1,56.7,33.3,66.7,66.7,66.7,66.7,3,4
473,Sales,Manager,2026-H1,40.0,66.7,66.7,0.0,0.0,33.3,4,3
474,Research & Development,Research Scientist,2026-H1,48.3,0.0,100.0,66.7,66.7,0.0,3,2
475,Sales,Sales Executive,2026-H1,75.0,66.7,66.7,100.0,100.0,33.3,3,2
476,Sales,Sales Executive,2026-H1,63.4,66.7,66.7,66.7,66.7,33.3,3,3
477,Research & Development,Healthcare Representative,2026-H1,51.7,100.0,33.3,0.0,66.7,33.3,4,6
478,Sales,Sales Representative,2026-H1,35.0,33.3,33.3,0.0,66.7,66.7,3,3
479,Sales,Sales Executive,2026-H1,80.0,100.0,66.7,100.0,66.7,33.3,3,6
481,Sales,Sales Executive,2026-H1,48.3,100.0,33.3,0.0,66.7,0.0,3,2
482,Research & Development,Healthcare Representative,2026-H1,73.4,66.7,66.7,100.0,66.7,66.7,3,2
483,Research & Development,Laboratory Technician,2026-H1,81.7,66.7,100.0,100.0,66.7,66.7,3,3
484,Sales,Sales Representative,2026-H1,58.3,100.0,66.7,0.0,33.3,66.7,4,3
485,Sales,Sales Representative,2026-H1,70.0,66.7,66.7,100.0,66.7,33.3,3,2
486,Research & Development,Laboratory Technician,2026-H1,43.4,0.0,66.7,66.7,66.7,33.3,4,3
487,Research & Development,Manufacturing Director,2026-H1,71.7,66.7,66.7,66.7,100.0,66.7,3,2
488,Sales,Sales Executive,2026-H1,43.3,33.3,66.7,0.0,66.7,66.7,3,5
491,Research & Development,Healthcare Representative,2026-H1,78.3,100.0,33.3,100.0,66.7,100.0,3,2
492,Sales,Sales Executive,2026-H1,51.7,66.7,33.3,66.7,66.7,0.0,3,6
493,Research & Development,Research Scientist,2026-H1,51.7,33.3,33.3,66.7,66.7,100.0,3,5
494,Sales,Sales Representative,2026-H1,68.3,33.3,100.0,66.7,66.7,100.0,3,0
495,Research & Development,Research Scientist,2026-H1,86.7,100.0,66.7,100.0,66.7,100.0,3,4
496,Research & Development,Healthcare Representative,2026-H1,48.3,33.3,33.3,66.7,66.7,66.7,3,5
497,Research & Development,Laboratory Technician,2026-H1,60.0,33.3,66.7,100.0,66.7,33.3,3,2
498,Sales,Sales Executive,2026-H1,73.3,100.0,66.7,33.3,66.7,100.0,3,1
499,Research & Development,Healthcare Representative,2026-H1,51.7,66.7,33.3,33.3,66.7,66.7,4,2
500,Sales,Sales Executive,2026-H1,71.7,100.0,66.7,66.7,33.3,66.7,3,2
501,Research & Development,Research Scientist,2026-H1,70.0,66.7,66.7,100.0,66.7,33.3,3,3
502,Sales,Sales Executive,2026-H1,63.3,100.0,100.0,0.0,33.3,33.3,3,3
505,Research & Development,Manager,2026-H1,76.7,100.0,66.7,66.7,66.7,66.7,3,2
507,Sales,Sales Executive,2026-H1,81.7,66.7,66.7,100.0,100.0,100.0,3,2
508,Sales,Sales Representative,2026-H1,50.0,33.3,66.7,66.7,66.7,0.0,3,3
510,Research & Development,Research Scientist,2026-H1,46.7,0.0,66.7,66.7,66.7,66.7,4,2
511,Research & Development,Research Scientist,2026-H1,46.7,33.3,66.7,0.0,66.7,100.0,3,1
513,Sales,Sales Executive,2026-H1,48.3,66.7,33.3,33.3,66.7,33.3,3,2
514,Research & Development,Research Scientist,2026-H1,76.7,100.0,66.7,66.7,66.7,66.7,4,4
515,Research & Development,Laboratory Technician,2026-H1,48.3,0.0,66.7,100.0,33.3,66.7,3,2
516,Sales,Sales Executive,2026-H1,63.3,33.3,66.7,100.0,66.7,66.7,3,5
517,Research & Development,Laboratory Technician,2026-H1,36.7,0.0,66.7,33.3,66.7,33.3,3,5
518,Research & Development,Manufacturing Director,2026-H1,55.0,33.3,66.7,66.7,33.3,100.0,3,2
520,Research & Development,Research Director,2026-H1,35.0,33.3,33.3,0.0,66.7,66.7,3,3
521,Research & Development,Laboratory Technician,2026-H1,48.3,66.7,33.3,33.3,66.7,33.3,4,3
522,Research & Development,Research Director,2026-H1,28.3,0.0,66.7,0.0,33.3,66.7,3,4
523,Sales,Sales Executive,2026-H1,60.0,66.7,66.7,66.7,66.7,0.0,3,3
524,Research & Development,Manufacturing Director,2026-H1,26.7,0.0,66.7,33.3,0.0,33.3,3,5
525,Research & Development,Laboratory Technician,2026-H1,76.7,100.0,66.7,100.0,66.7,0.0,4,1
526,Research & Development,Healthcare Representative,2026-H1,70.0,66.7,66.7,66.7,66.7,100.0,3,3
527,Sales,Sales Executive,2026-H1,58.3,100.0,33.3,33.3,66.7,33.3,3,3
529,Research & Development,Research Scientist,2026-H1,53.4,66.7,66.7,33.3,66.7,0.0,3,2
530,Research & Development,Laboratory Technician,2026-H1,45.0,0.0,33.3,100.0,66.7,66.7,3,3
531,Research & Development,Manager,2026-H1,60.0,66.7,66.7,33.3,66.7,66.7,3,3
532,Sales,Sales Executive,2026-H1,53.3,0.0,100.0,66.7,33.3,100.0,3,0
533,Sales,Sales Executive,2026-H1,56.7,66.7,66.7,33.3,66.7,33.3,3,6
534,Sales,Sales Executive,2026-H1,48.3,0.0,100.0,33.3,66.7,66.7,3,2
536,Research & Development,Laboratory Technician,2026-H1,50.0,0.0,66.7,66.7,66.7,100.0,3,2
538,Research & Development,Laboratory Technician,2026-H1,33.4,0.0,66.7,0.0,66.7,66.7,3,5
543,Research & Development,Manufacturing Director,2026-H1,65.0,66.7,33.3,100.0,66.7,66.7,3,4
544,Research & Development,Research Scientist,2026-H1,61.7,100.0,66.7,0.0,33.3,100.0,4,3
546,Research & Development,Manager,2026-H1,76.7,100.0,66.7,100.0,0.0,100.0,3,2
547,Research & Development,Research Scientist,2026-H1,50.0,66.7,66.7,0.0,66.7,33.3,3,3
548,Research & Development,Manufacturing Director,2026-H1,60.0,100.0,0.0,66.7,66.7,66.7,4,2
549,Research & Development,Manager,2026-H1,26.7,0.0,66.7,0.0,0.0,100.0,3,5
550,Research & Development,Manufacturing Director,2026-H1,61.7,66.7,66.7,66.7,33.3,66.7,3,5
551,Research & Development,Healthcare Representative,2026-H1,83.3,100.0,33.3,100.0,100.0,100.0,3,4
554,Sales,Sales Representative,2026-H1,40.0,33.3,66.7,0.0,66.7,33.3,3,4
555,Sales,Sales Representative,2026-H1,55.0,66.7,0.0,100.0,33.3,100.0,3,3
556,Research & Development,Laboratory Technician,2026-H1,83.4,100.0,66.7,100.0,66.7,66.7,4,3
558,Sales,Manager,2026-H1,70.0,66.7,66.7,66.7,66.7,100.0,3,2
560,Research & Development,Research Scientist,2026-H1,50.0,100.0,66.7,0.0,0.0,33.3,4,3
562,Research & Development,Laboratory Technician,2026-H1,66.7,100.0,66.7,66.7,0.0,66.7,3,3
564,Research & Development,Research Director,2026-H1,51.7,66.7,33.3,33.3,66.7,66.7,3,2
565,Research & Development,Research Scientist,2026-H1,50.0,33.3,33.3,66.7,100.0,33.3,3,2
566,Human Resources,Human Resources,2026-H1,60.0,100.0,33.3,0.0,100.0,66.7,3,3
567,Sales,Sales Executive,2026-H1,46.7,0.0,66.7,66.7,66.7,66.7,3,3
568,Sales,Manager,2026-H1,50.0,100.0,33.3,0.0,33.3,66.7,3,3
569,Research & Development,Manager,2026-H1,48.3,66.7,33.3,33.3,66.7,33.3,3,2
571,Research & Development,Laboratory Technician,2026-H1,71.7,100.0,66.7,66.7,33.3,66.7,3,2
573,Sales,Sales Executive,2026-H1,46.7,0.0,33.3,66.7,100.0,100.0,3,5
574,Research & Development,Manufacturing Director,2026-H1,63.4,100.0,66.7,0.0,66.7,66.7,3,2
575,Research & Development,Research Director,2026-H1,43.4,66.7,66.7,0.0,0.0,66.7,3,2
577,Research & Development,Laboratory Technician,2026-H1,56.7,66.7,0.0,100.0,66.7,66.7,3,2
578,Research & Development,Laboratory Technician,2026-H1,66.7,66.7,66.7,66.7,66.7,66.7,3,3
579,Research & Development,Research Scientist,2026-H1,65.0,66.7,33.3,100.0,66.7,66.7,3,3
580,Sales,Sales Executive,2026-H1,68.3,100.0,33.3,66.7,66.7,66.7,3,3
581,Research & Development,Manufacturing Director,2026-H1,65.0,33.3,66.7,66.7,100.0,100.0,4,6
582,Research & Development,Manager,2026-H1,68.3,66.7,66.7,33.3,100.0,100.0,3,2
584,Research & Development,Laboratory Technician,2026-H1,40.0,100.0,0.0,0.0,66.7,0.0,3,2
585,Sales,Sales Representative,2026-H1,56.7,33.3,66.7,100.0,66.7,0.0,3,3
586,Research & Development,Healthcare Representative,2026-H1,73.4,66.7,66.7,100.0,66.7,66.7,3,2
587,Research & Development,Healthcare Representative,2026-H1,46.7,66.7,66.7,0.0,66.7,0.0,3,2
590,Human Resources,Human Resources,2026-H1,40.0,0.0,66.7,33.3,66.7,66.7,3,2
591,Research & Development,Laboratory Technician,2026-H1,63.4,66.7,66.7,33.3,66.7,100.0,3,4
592,Sales,Sales Executive,2026-H1,68.3,100.0,66.7,33.3,33.3,100.0,3,3
593,Research & Development,Laboratory Technician,2026-H1,58.4,66.7,33.3,66.7,66.7,66.7,3,3
595,Sales,Sales Executive,2026-H1,63.3,100.0,66.7,33.3,66.7,0.0,3,2
597,Sales,Manager,2026-H1,46.7,33.3,66.7,0.0,66.7,100.0,4,2
599,Sales,Sales Executive,2026-H1,86.7,100.0,66.7,100.0,66.7,100.0,3,3
600,Sales,Sales Executive,2026-H1,60.0,66.7,66.7,33.3,66.7,66.7,3,2
601,Research & Development,Manufacturing Director,2026-H1,60.0,66.7,66.7,33.3,66.7,66.7,3,3
602,Research & Development,Laboratory Technician,2026-H1,60.0,66.7,66.7,66.7,66.7,0.0,3,3
604,Sales,Sales Executive,2026-H1,75.0,100.0,66.7,33.3,100.0,66.7,3,2
605,Research & Development,Manufacturing Director,2026-H1,51.7,0.0,66.7,100.0,33.3,100.0,4,5
606,Sales,Sales Executive,2026-H1,65.0,33.3,66.7,100.0,100.0,33.3,3,3
608,Human Resources,Human Resources,2026-H1,51.7,66.7,66.7,33.3,33.3,33.3,3,2
611,Research & Development,Manufacturing Director,2026-H1,85.0,100.0,66.7,100.0,100.0,33.3,3,2
612,Research & Development,Research Director,2026-H1,61.7,66.7,100.0,0.0,66.7,66.7,3,2
613,Sales,Manager,2026-H1,63.3,100.0,33.3,66.7,33.3,66.7,4,3
614,Sales,Sales Representative,2026-H1,53.3,33.3,66.7,33.3,66.7,100.0,3,3
615,Sales,Sales Executive,2026-H1,30.0,0.0,0.0,66.7,66.7,66.7,3,2
616,Research & Development,Healthcare Representative,2026-H1,38.3,66.7,33.3,0.0,66.7,0.0,3,3
618,Sales,Sales Executive,2026-H1,46.7,66.7,66.7,0.0,66.7,0.0,3,5
620,Sales,Sales Executive,2026-H1,56.7,66.7,66.7,0.0,66.7,100.0,3,3
621,Sales,Sales Executive,2026-H1,95.0,100.0,100.0,100.0,66.7,100.0,3,3
622,Research & Development,Laboratory Technician,2026-H1,46.7,100.0,0.0,66.7,0.0,33.3,3,3
623,Research & Development,Manufacturing Director,2026-H1,78.3,100.0,66.7,33.3,100.0,100.0,3,3
624,Research & Development,Healthcare Representative,2026-H1,51.7,66.7,66.7,0.0,33.3,100.0,3,3
625,Sales,Manager,2026-H1,36.7,0.0,66.7,33.3,66.7,33.3,3,2
626,Sales,Sales Executive,2026-H1,46.7,33.3,66.7,0.0,66.7,100.0,3,6
630,Research & Development,Research Scientist,2026-H1,50.0,0.0,66.7,100.0,66.7,33.3,3,3
631,Sales,Sales Executive,2026-H1,85.0,66.7,100.0,100.0,66.7,100.0,3,2
632,Sales,Sales Representative,2026-H1,83.4,100.0,66.7,100.0,66.7,66.7,3,3
634,Research & Development,Healthcare Representative,2026-H1,66.7,66.7,66.7,66.7,66.7,66.7,3,4
635,Research & Development,Manufacturing Director,2026-H1,41.6,33.3,66.7,33.3,33.3,33.3,3,2
638,Research & Development,Research Director,2026-H1,65.0,66.7,33.3,100.0,66.7,66.7,3,5
639,Research & Development,Research Scientist,2026-H1,75.0,100.0,100.0,33.3,66.7,33.3,3,3
641,Sales,Sales Executive,2026-H1,51.7,33.3,66.7,0.0,100.0,100.0,4,5
643,Research & Development,Laboratory Technician,2026-H1,58.3,33.3,33.3,100.0,66.7,100.0,4,2
644,Human Resources,Manager,2026-H1,43.3,33.3,66.7,0.0,66.7,66.7,3,2
645,Sales,Sales Representative,2026-H1,60.0,66.7,66.7,33.3,66.7,66.7,3,1
647,Research & Development,Laboratory Technician,2026-H1,56.7,66.7,66.7,0.0,66.7,100.0,3,4
648,Sales,Sales Representative,2026-H1,36.7,0.0,33.3,33.3,100.0,66.7,3,2
649,Research & Development,Research Scientist,2026-H1,65.0,100.0,33.3,33.3,66.7,100.0,3,3
650,Sales,Sales Executive,2026-H1,30.0,0.0,66.7,33.3,0.0,66.7,3,2
652,Research & Development,Laboratory Technician,2026-H1,58.3,100.0,33.3,0.0,66.7,100.0,3,3
653,Sales,Sales Executive,2026-H1,80.0,100.0,100.0,0.0,100.0,100.0,4,4
655,Research & Development,Research Scientist,2026-H1,40.0,66.7,33.3,0.0,33.3,66.7,3,5
656,Sales,Sales Executive,2026-H1,68.4,66.7,66.7,100.0,33.3,66.7,3,3
657,Research & Development,Research Scientist,2026-H1,63.3,33.3,33.3,100.0,100.0,100.0,3,0
659,Research & Development,Healthcare Representative,2026-H1,73.4,100.0,66.7,66.7,66.7,33.3,3,4
661,Research & Development,Research Director,2026-H1,56.6,100.0,33.3,33.3,33.3,66.7,3,3
662,Research & Development,Research Scientist,2026-H1,45.0,0.0,66.7,66.7,33.3,100.0,3,3
663,Research & Development,Laboratory Technician,2026-H1,70.0,66.7,66.7,100.0,66.7,33.3,3,3
664,Research & Development,Manager,2026-H1,28.3,0.0,33.3,100.0,0.0,0.0,3,3
665,Human Resources,Human Resources,2026-H1,46.7,66.7,33.3,0.0,100.0,33.3,3,1
666,Sales,Sales Representative,2026-H1,70.0,66.7,66.7,66.7,66.7,100.0,3,3
667,Sales,Sales Representative,2026-H1,43.4,0.0,66.7,66.7,66.7,33.3,3,3
669,Sales,Sales Representative,2026-H1,66.7,66.7,66.7,66.7,66.7,66.7,3,2
671,Research & Development,Manager,2026-H1,81.7,100.0,66.7,100.0,100.0,0.0,3,2
675,Research & Development,Research Scientist,2026-H1,56.7,66.7,66.7,0.0,66.7,100.0,4,3
677,Sales,Sales Executive,2026-H1,70.0,66.7,66.7,66.7,66.7,100.0,3,3
679,Research & Development,Research Scientist,2026-H1,61.7,100.0,66.7,0.0,33.3,100.0,3,2
680,Research & Development,Research Scientist,2026-H1,66.7,66.7,66.7,66.7,66.7,66.7,4,2
682,Sales,Sales Executive,2026-H1,61.7,0.0,66.7,100.0,100.0,100.0,4,2
683,Research & Development,Research Scientist,2026-H1,68.3,100.0,66.7,33.3,33.3,100.0,3,4
684,Sales,Sales Executive,2026-H1,36.7,0.0,66.7,0.0,66.7,100.0,3,4
686,Research & Development,Laboratory Technician,2026-H1,76.7,100.0,66.7,66.7,66.7,66.7,3,2
689,Research & Development,Manufacturing Director,2026-H1,66.7,66.7,66.7,66.7,66.7,66.7,3,2
690,Sales,Sales Executive,2026-H1,48.3,66.7,66.7,33.3,33.3,0.0,3,5
691,Research & Development,Research Scientist,2026-H1,50.0,100.0,0.0,33.3,66.7,33.3,3,3
692,Research & Development,Healthcare Representative,2026-H1,66.7,100.0,66.7,66.7,0.0,66.7,4,2
698,Human Resources,Human Resources,2026-H1,61.7,33.3,66.7,66.7,100.0,66.7,3,1
699,Research & Development,Manufacturing Director,2026-H1,41.6,33.3,33.3,33.3,66.7,66.7,3,2
700,Research & Development,Research Scientist,2026-H1,58.3,100.0,33.3,0.0,66.7,100.0,3,0
701,Research & Development,Research Scientist,2026-H1,76.7,66.7,66.7,100.0,66.7,100.0,3,5
702,Research & Development,Research Scientist,2026-H1,26.7,0.0,66.7,0.0,66.7,0.0,3,3
704,Research & Development,Laboratory Technician,2026-H1,58.4,66.7,33.3,66.7,66.7,66.7,3,3
705,Research & Development,Research Scientist,2026-H1,40.0,0.0,100.0,0.0,100.0,0.0,3,3
707,Sales,Sales Executive,2026-H1,71.7,33.3,100.0,100.0,66.7,66.7,4,4
709,Sales,Sales Executive,2026-H1,68.3,100.0,33.3,100.0,66.7,0.0,4,2
710,Research & Development,Research Scientist,2026-H1,56.7,100.0,0.0,33.3,66.7,100.0,3,5
712,Sales,Sales Executive,2026-H1,61.7,33.3,100.0,33.3,66.7,100.0,3,3
714,Sales,Sales Executive,2026-H1,88.3,100.0,100.0,100.0,66.7,33.3,4,3
715,Research & Development,Research Scientist,2026-H1,85.0,100.0,100.0,100.0,66.7,0.0,3,2
716,Research & Development,Laboratory Technician,2026-H1,81.7,66.7,100.0,100.0,66.7,66.7,3,3
717,Research & Development,Healthcare Representative,2026-H1,56.6,33.3,33.3,100.0,100.0,33.3,3,3
720,Sales,Sales Executive,2026-H1,46.7,66.7,66.7,0.0,66.7,0.0,3,3
721,Research & Development,Healthcare Representative,2026-H1,58.3,66.7,33.3,100.0,66.7,0.0,3,4
722,Sales,Sales Executive,2026-H1,81.7,100.0,66.7,100.0,33.3,100.0,3,2
723,Sales,Sales Executive,2026-H1,53.4,66.7,66.7,33.3,66.7,0.0,3,4
724,Research & Development,Healthcare Representative,2026-H1,73.3,100.0,100.0,33.3,33.3,66.7,3,4
725,Research & Development,Manufacturing Director,2026-H1,50.0,0.0,66.7,66.7,66.7,100.0,3,3
727,Research & Development,Research Director,2026-H1,80.0,100.0,66.7,66.7,66.7,100.0,3,6
728,Sales,Sales Executive,2026-H1,56.7,0.0,66.7,100.0,66.7,100.0,3,2
729,Sales,Sales Executive,2026-H1,45.0,0.0,33.3,100.0,66.7,66.7,4,2
730,Research & Development,Research Director,2026-H1,75.0,66.7,100.0,66.7,66.7,66.7,3,3
731,Human Resources,Manager,2026-H1,53.3,100.0,33.3,33.3,33.3,33.3,3,2
732,Sales,Sales Executive,2026-H1,36.7,0.0,66.7,0.0,66.7,100.0,3,1
733,Research & Development,Manufacturing Director,2026-H1,48.3,0.0,66.7,100.0,33.3,66.7,4,4
734,Human Resources,Manager,2026-H1,61.7,66.7,33.3,100.0,66.7,33.3,3,3
738,Sales,Sales Representative,2026-H1,66.7,33.3,66.7,100.0,66.7,100.0,3,2
741,Research & Development,Research Scientist,2026-H1,30.0,33.3,0.0,0.0,66.7,100.0,3,4
742,Research & Development,Research Director,2026-H1,35.0,0.0,100.0,0.0,66.7,0.0,3,2
743,Research & Development,Manufacturing Director,2026-H1,75.0,66.7,66.7,66.7,100.0,100.0,3,4
744,Research & Development,Laboratory Technician,2026-H1,36.7,66.7,0.0,0.0,66.7,66.7,3,5
746,Sales,Sales Executive,2026-H1,71.7,66.7,66.7,100.0,33.3,100.0,3,2
747,Sales,Sales Executive,2026-H1,75.0,100.0,66.7,66.7,33.3,100.0,4,2
749,Sales,Sales Representative,2026-H1,66.7,66.7,66.7,66.7,66.7,66.7,3,6
752,Research & Development,Research Scientist,2026-H1,78.4,66.7,100.0,66.7,66.7,100.0,3,2
754,Sales,Sales Executive,2026-H1,75.0,100.0,33.3,100.0,66.7,66.7,3,5
757,Research & Development,Healthcare Representative,2026-H1,63.4,66.7,66.7,33.3,66.7,100.0,3,2
758,Research & Development,Laboratory Technician,2026-H1,48.3,0.0,66.7,33.3,100.0,100.0,3,2
760,Human Resources,Human Resources,2026-H1,55.0,33.3,100.0,66.7,0.0,66.7,3,3
762,Research & Development,Healthcare Representative,2026-H1,71.7,100.0,66.7,66.7,33.3,66.7,3,1
763,Research & Development,Research Scientist,2026-H1,73.3,100.0,33.3,100.0,33.3,100.0,4,2
764,Research & Development,Healthcare Representative,2026-H1,28.3,0.0,33.3,100.0,0.0,0.0,3,2
766,Sales,Sales Representative,2026-H1,66.7,33.3,66.7,100.0,66.7,100.0,3,2
769,Research & Development,Laboratory Technician,2026-H1,86.7,100.0,66.7,100.0,66.7,100.0,3,4
771,Research & Development,Healthcare Representative,2026-H1,51.7,0.0,66.7,100.0,100.0,0.0,3,2
772,Research & Development,Laboratory Technician,2026-H1,66.7,100.0,66.7,0.0,66.7,100.0,3,2
773,Research & Development,Research Scientist,2026-H1,60.0,66.7,66.7,100.0,0.0,33.3,3,0
775,Research & Development,Manufacturing Director,2026-H1,40.0,0.0,66.7,33.3,66.7,66.7,3,3
776,Sales,Manager,2026-H1,36.7,0.0,33.3,66.7,100.0,0.0,3,3
780,Research & Development,Research Scientist,2026-H1,78.3,100.0,66.7,100.0,33.3,66.7,3,2
781,Sales,Sales Executive,2026-H1,68.3,100.0,66.7,66.7,33.3,33.3,4,5
783,Sales,Sales Representative,2026-H1,36.7,66.7,0.0,33.3,66.7,0.0,3,3
784,Research & Development,Research Scientist,2026-H1,65.0,66.7,100.0,0.0,66.7,100.0,3,3
